payment_mode,student_id,payment_amount,discount_used,completion_status
UPI,STU145407,4286,No,Completed
UPI,STU145408,4294,No,Not Completed
Credit Card,STU145409,2939,No,Not Completed
UPI,STU145410,6550,No,Not Completed
Free,STU145411,0,Yes,Completed
UPI,STU145412,2964,No,Not Completed
Debit Card,STU145413,2654,Yes,Completed
Credit Card,STU145414,4387,No,Completed
Free,STU145415,0,No,Completed
UPI,STU145416,4252,No,Completed
UPI,STU145417,4609,No,Completed
NetBanking,STU145418,4129,No,Not Completed
Free,STU145419,0,No,Not Completed
NetBanking,STU145420,4018,No,Completed
Debit Card,STU145421,5928,No,Completed
Debit Card,STU145422,3295,No,Completed
Free,STU145423,0,Yes,Completed
Scholarship,STU145424,1343,No,Not Completed
UPI,STU145425,4227,No,Not Completed
UPI,STU145426,3671,Yes,Completed
UPI,STU145427,4835,No,Not Completed
NetBanking,STU145428,3884,No,Not Completed
Free,STU145429,0,No,Completed
UPI,STU145430,4870,No,Not Completed
Debit Card,STU145431,2981,No,Completed
Free,STU145432,0,No,Completed
UPI,STU145433,3602,No,Not Completed
Credit Card,STU145434,4254,No,Not Completed
Free,STU145435,0,No,Not Completed
UPI,STU145436,3800,Yes,Completed
Free,STU145437,0,No,Not Completed
UPI,STU145438,3785,No,Not Completed
Credit Card,STU145439,3758,No,Completed
Debit Card,STU145440,5378,No,Completed
Free,STU145441,0,Yes,Not Completed
Free,STU145442,0,No,Not Completed
Free,STU145443,0,No,Completed
Free,STU145444,0,Yes,Completed
Debit Card,STU145445,4101,No,Completed
Debit Card,STU145446,6686,No,Completed
Free,STU145447,0,No,Not Completed
UPI,STU145448,5305,No,Completed
UPI,STU145449,2785,Yes,Completed
Free,STU145450,0,No,Not Completed
Credit Card,STU145451,3711,Yes,Completed
Debit Card,STU145452,4342,No,Not Completed
Free,STU145453,0,No,Not Completed
UPI,STU145454,5125,No,Not Completed
UPI,STU145455,3704,No,Completed
UPI,STU145456,4627,No,Completed
Scholarship,STU145457,1147,No,Not Completed
Free,STU145458,0,Yes,Completed
NetBanking,STU145459,5228,No,Completed
Free,STU145460,0,No,Not Completed
Debit Card,STU145461,3451,No,Not Completed
Free,STU145462,0,No,Completed
Free,STU145463,0,No,Not Completed
Free,STU145464,0,No,Not Completed
NetBanking,STU145465,5925,Yes,Not Completed
UPI,STU145466,5873,No,Completed
Free,STU145467,0,No,Completed
Credit Card,STU145468,5262,No,Completed
Scholarship,STU145469,2406,No,Completed
Debit Card,STU145470,6952,No,Not Completed
UPI,STU145471,4055,Yes,Not Completed
Free,STU145472,0,Yes,Not Completed
NetBanking,STU145473,3661,No,Completed
Free,STU145474,0,Yes,Completed
UPI,STU145475,3645,Yes,Not Completed
Credit Card,STU145476,3012,No,Completed
UPI,STU145477,4671,No,Completed
Free,STU145478,0,No,Not Completed
Free,STU145479,0,No,Completed
UPI,STU145480,2610,Yes,Completed
UPI,STU145481,4177,Yes,Completed
Credit Card,STU145482,4283,No,Completed
Scholarship,STU145483,1352,No,Completed
Debit Card,STU145484,3394,Yes,Completed
UPI,STU145485,5661,No,Completed
Credit Card,STU145486,4852,No,Not Completed
Debit Card,STU145487,5774,No,Not Completed
Free,STU145488,0,No,Completed
Credit Card,STU145489,5028,No,Not Completed
UPI,STU145490,4335,No,Completed
Free,STU145491,0,Yes,Completed
UPI,STU145492,3238,No,Not Completed
Scholarship,STU145493,222,Yes,Not Completed
UPI,STU145494,2835,Yes,Not Completed
Free,STU145495,0,No,Completed
UPI,STU145496,4395,No,Completed
Free,STU145497,0,No,Not Completed
UPI,STU145498,5506,No,Not Completed
UPI,STU145499,3981,Yes,Not Completed
NetBanking,STU145500,6088,No,Not Completed
Debit Card,STU145501,4007,Yes,Not Completed
NetBanking,STU145502,4675,No,Not Completed
Credit Card,STU145503,5847,No,Not Completed
Free,STU145504,0,No,Not Completed
UPI,STU145505,5108,No,Not Completed
UPI,STU145506,3532,Yes,Not Completed
UPI,STU145507,4754,No,Completed
UPI,STU145508,3790,Yes,Completed
UPI,STU145509,4108,No,Completed
Debit Card,STU145510,3865,No,Completed
Scholarship,STU145511,1182,Yes,Completed
Credit Card,STU145512,3336,No,Completed
Free,STU145513,0,No,Completed
NetBanking,STU145514,3029,No,Completed
Credit Card,STU145515,3186,No,Not Completed
UPI,STU145516,5639,No,Not Completed
Scholarship,STU145517,375,No,Completed
Free,STU145518,0,No,Not Completed
Free,STU145519,0,No,Completed
Credit Card,STU145520,4104,No,Not Completed
UPI,STU145521,4318,No,Completed
NetBanking,STU145522,6228,No,Not Completed
Credit Card,STU145523,3595,No,Not Completed
Free,STU145524,0,No,Not Completed
UPI,STU145525,5274,No,Completed
Free,STU145526,0,No,Completed
Debit Card,STU145527,4561,Yes,Not Completed
UPI,STU145528,3310,No,Completed
Free,STU145529,0,No,Completed
Credit Card,STU145530,5864,No,Completed
Credit Card,STU145531,4260,No,Not Completed
Debit Card,STU145532,5704,No,Completed
NetBanking,STU145533,4526,No,Completed
NetBanking,STU145534,6177,No,Completed
Credit Card,STU145535,6801,No,Not Completed
Credit Card,STU145536,5988,No,Completed
UPI,STU145537,5367,Yes,Not Completed
UPI,STU145538,4641,No,Not Completed
UPI,STU145539,4564,No,Not Completed
UPI,STU145540,5269,No,Completed
NetBanking,STU145541,5455,No,Completed
NetBanking,STU145542,3965,No,Completed
UPI,STU145543,3192,No,Not Completed
NetBanking,STU145544,4063,Yes,Completed
UPI,STU145545,4252,No,Completed
UPI,STU145546,4223,No,Completed
Scholarship,STU145547,1128,Yes,Completed
UPI,STU145548,2989,Yes,Completed
Free,STU145549,0,No,Not Completed
Debit Card,STU145550,3717,Yes,Not Completed
Credit Card,STU145551,3258,Yes,Not Completed
Debit Card,STU145552,3372,Yes,Completed
UPI,STU145553,6076,No,Completed
UPI,STU145554,5700,No,Completed
UPI,STU145555,4364,No,Completed
NetBanking,STU145556,4135,Yes,Not Completed
NetBanking,STU145557,4554,No,Completed
Debit Card,STU145558,3870,No,Not Completed
UPI,STU145559,2898,Yes,Not Completed
UPI,STU145560,4738,No,Not Completed
Free,STU145561,0,No,Completed
Scholarship,STU145562,1055,No,Not Completed
Credit Card,STU145563,4315,Yes,Not Completed
Scholarship,STU145564,1421,No,Completed
Credit Card,STU145565,4122,Yes,Completed
NetBanking,STU145566,4282,No,Completed
UPI,STU145567,5212,No,Not Completed
Free,STU145568,0,No,Completed
UPI,STU145569,4679,No,Completed
UPI,STU145570,3955,No,Not Completed
NetBanking,STU145571,4424,Yes,Completed
Debit Card,STU145572,5543,No,Completed
UPI,STU145573,4882,No,Not Completed
Free,STU145574,0,No,Not Completed
UPI,STU145575,3011,No,Completed
UPI,STU145576,4224,No,Completed
Credit Card,STU145577,4113,No,Not Completed
Scholarship,STU145578,1296,No,Completed
Credit Card,STU145579,5431,No,Completed
Free,STU145580,0,No,Not Completed
Scholarship,STU145581,819,Yes,Completed
UPI,STU145582,5580,No,Not Completed
NetBanking,STU145583,3342,No,Completed
Debit Card,STU145584,5054,Yes,Completed
UPI,STU145585,6446,No,Completed
Debit Card,STU145586,5592,No,Not Completed
Credit Card,STU145587,3176,No,Not Completed
Scholarship,STU145588,478,No,Not Completed
UPI,STU145589,3660,No,Completed
UPI,STU145590,3403,No,Completed
UPI,STU145591,5456,No,Completed
Debit Card,STU145592,3869,No,Completed
Free,STU145593,0,No,Completed
UPI,STU145594,3366,Yes,Completed
Free,STU145595,0,No,Not Completed
UPI,STU145596,5298,Yes,Completed
UPI,STU145597,5369,No,Not Completed
Debit Card,STU145598,3018,Yes,Not Completed
UPI,STU145599,3843,Yes,Not Completed
UPI,STU145600,4741,No,Not Completed
NetBanking,STU145601,3634,No,Completed
Free,STU145602,0,No,Completed
Free,STU145603,0,No,Not Completed
Credit Card,STU145604,2923,Yes,Completed
Free,STU145605,0,No,Completed
Debit Card,STU145606,5759,No,Completed
Scholarship,STU145607,2649,No,Not Completed
Credit Card,STU145608,4380,No,Completed
UPI,STU145609,5962,No,Completed
UPI,STU145610,3572,No,Not Completed
Credit Card,STU145611,2948,Yes,Completed
Debit Card,STU145612,3188,Yes,Not Completed
Credit Card,STU145613,4054,No,Completed
Debit Card,STU145614,2786,Yes,Not Completed
NetBanking,STU145615,5265,No,Completed
UPI,STU145616,4306,No,Not Completed
Free,STU145617,0,Yes,Not Completed
Free,STU145618,0,No,Not Completed
Debit Card,STU145619,5386,No,Not Completed
Scholarship,STU145620,544,No,Completed
Debit Card,STU145621,4221,Yes,Not Completed
Scholarship,STU145622,1252,No,Completed
Credit Card,STU145623,5142,No,Completed
Free,STU145624,0,No,Completed
UPI,STU145625,6096,No,Not Completed
UPI,STU145626,4128,No,Completed
Credit Card,STU145627,3413,No,Completed
Free,STU145628,0,No,Not Completed
NetBanking,STU145629,5368,Yes,Not Completed
Free,STU145630,0,No,Completed
Credit Card,STU145631,3045,No,Not Completed
Credit Card,STU145632,5482,No,Not Completed
UPI,STU145633,3100,No,Completed
NetBanking,STU145634,3596,No,Completed
Debit Card,STU145635,6069,No,Not Completed
UPI,STU145636,5025,No,Completed
Scholarship,STU145637,925,Yes,Completed
UPI,STU145638,3094,Yes,Not Completed
UPI,STU145639,3796,No,Completed
UPI,STU145640,4009,No,Not Completed
Scholarship,STU145641,2000,No,Completed
Free,STU145642,0,Yes,Completed
Debit Card,STU145643,5930,Yes,Not Completed
Scholarship,STU145644,781,No,Completed
Debit Card,STU145645,4835,Yes,Not Completed
Debit Card,STU145646,4509,No,Not Completed
Free,STU145647,0,No,Not Completed
Debit Card,STU145648,3272,Yes,Not Completed
UPI,STU145649,3339,No,Not Completed
Credit Card,STU145650,3348,No,Completed
Debit Card,STU145651,5492,No,Not Completed
UPI,STU145652,4957,No,Not Completed
UPI,STU145653,5290,No,Not Completed
Credit Card,STU145654,4447,No,Not Completed
Credit Card,STU145655,5477,Yes,Not Completed
Credit Card,STU145656,4019,No,Completed
NetBanking,STU145657,4474,No,Completed
UPI,STU145658,6918,No,Not Completed
Credit Card,STU145659,5512,No,Completed
UPI,STU145660,5355,No,Not Completed
UPI,STU145661,6596,No,Completed
Debit Card,STU145662,4129,No,Not Completed
Debit Card,STU145663,4086,No,Completed
Credit Card,STU145664,4211,No,Completed
UPI,STU145665,4882,No,Completed
Debit Card,STU145666,5688,No,Completed
Debit Card,STU145667,6299,No,Completed
Free,STU145668,0,No,Completed
UPI,STU145669,6000,No,Not Completed
UPI,STU145670,3835,No,Not Completed
NetBanking,STU145671,5474,No,Completed
UPI,STU145672,4291,No,Not Completed
Credit Card,STU145673,4329,No,Completed
Free,STU145674,0,No,Not Completed
UPI,STU145675,4730,No,Completed
Scholarship,STU145676,2238,No,Completed
UPI,STU145677,3187,No,Not Completed
Free,STU145678,0,No,Not Completed
Debit Card,STU145679,5731,No,Completed
Free,STU145680,0,No,Completed
Scholarship,STU145681,574,Yes,Completed
UPI,STU145682,4226,No,Completed
Free,STU145683,0,No,Not Completed
UPI,STU145684,3900,No,Not Completed
UPI,STU145685,5118,Yes,Not Completed
Credit Card,STU145686,3291,No,Completed
Debit Card,STU145687,4633,No,Completed
Credit Card,STU145688,4684,No,Not Completed
Credit Card,STU145689,3362,No,Completed
Free,STU145690,0,No,Completed
UPI,STU145691,4379,Yes,Completed
Debit Card,STU145692,4073,No,Not Completed
UPI,STU145693,4023,No,Completed
UPI,STU145694,3737,No,Completed
Free,STU145695,0,Yes,Not Completed
UPI,STU145696,4590,No,Not Completed
NetBanking,STU145697,5240,Yes,Completed
Free,STU145698,0,Yes,Completed
UPI,STU145699,3804,No,Not Completed
Debit Card,STU145700,4331,No,Not Completed
Free,STU145701,0,Yes,Completed
Credit Card,STU145702,4010,No,Not Completed
NetBanking,STU145703,3774,No,Not Completed
Credit Card,STU145704,3255,No,Not Completed
UPI,STU145705,4858,Yes,Completed
Free,STU145706,0,Yes,Not Completed
UPI,STU145707,6001,No,Not Completed
Scholarship,STU145708,831,No,Completed
UPI,STU145709,3113,No,Completed
Credit Card,STU145710,4360,No,Completed
Free,STU145711,0,No,Not Completed
Free,STU145712,0,Yes,Not Completed
Debit Card,STU145713,5584,Yes,Not Completed
Free,STU145714,0,Yes,Completed
Scholarship,STU145715,1435,No,Not Completed
NetBanking,STU145716,3773,Yes,Completed
UPI,STU145717,3861,No,Completed
NetBanking,STU145718,4672,No,Completed
Debit Card,STU145719,4747,No,Not Completed
NetBanking,STU145720,4254,No,Completed
UPI,STU145721,3879,Yes,Completed
UPI,STU145722,6356,No,Completed
NetBanking,STU145723,4051,No,Not Completed
UPI,STU145724,6156,No,Completed
UPI,STU145725,3162,No,Not Completed
Debit Card,STU145726,4032,No,Not Completed
UPI,STU145727,4944,No,Completed
UPI,STU145728,5688,Yes,Completed
NetBanking,STU145729,2956,No,Completed
Free,STU145730,0,No,Not Completed
UPI,STU145731,4580,No,Not Completed
UPI,STU145732,4202,Yes,Not Completed
Debit Card,STU145733,4863,No,Not Completed
Free,STU145734,0,No,Not Completed
UPI,STU145735,3379,No,Completed
UPI,STU145736,2972,No,Completed
Debit Card,STU145737,4616,No,Not Completed
Free,STU145738,0,No,Completed
Scholarship,STU145739,1073,No,Not Completed
UPI,STU145740,4467,No,Completed
NetBanking,STU145741,3328,No,Not Completed
UPI,STU145742,2955,No,Not Completed
UPI,STU145743,3383,No,Completed
Free,STU145744,0,Yes,Completed
NetBanking,STU145745,5593,No,Not Completed
Debit Card,STU145746,4251,No,Not Completed
UPI,STU145747,4145,No,Not Completed
UPI,STU145748,4202,No,Not Completed
UPI,STU145749,4178,No,Not Completed
Debit Card,STU145750,4018,No,Not Completed
UPI,STU145751,3481,No,Completed
Free,STU145752,0,No,Not Completed
Credit Card,STU145753,5037,Yes,Completed
Free,STU145754,0,Yes,Not Completed
Credit Card,STU145755,4307,No,Completed
Scholarship,STU145756,2134,No,Completed
NetBanking,STU145757,3169,No,Not Completed
Credit Card,STU145758,3101,Yes,Completed
UPI,STU145759,5835,Yes,Not Completed
Free,STU145760,0,Yes,Completed
Debit Card,STU145761,4844,No,Completed
UPI,STU145762,3253,No,Completed
UPI,STU145763,5337,No,Completed
NetBanking,STU145764,5541,No,Completed
Debit Card,STU145765,6083,No,Not Completed
Credit Card,STU145766,3613,No,Completed
NetBanking,STU145767,2960,No,Completed
Debit Card,STU145768,6583,No,Completed
Debit Card,STU145769,4467,No,Not Completed
UPI,STU145770,3441,No,Not Completed
Credit Card,STU145771,5239,No,Completed
Debit Card,STU145772,3186,No,Not Completed
Credit Card,STU145773,6176,No,Not Completed
UPI,STU145774,3957,No,Completed
UPI,STU145775,6248,No,Completed
NetBanking,STU145776,4353,No,Not Completed
UPI,STU145777,5718,Yes,Not Completed
UPI,STU145778,3974,Yes,Completed
Free,STU145779,0,No,Not Completed
UPI,STU145780,4536,No,Completed
Credit Card,STU145781,2954,No,Completed
Credit Card,STU145782,4486,No,Completed
UPI,STU145783,7031,No,Completed
Free,STU145784,0,No,Completed
UPI,STU145785,3181,Yes,Completed
UPI,STU145786,6745,No,Not Completed
Debit Card,STU145787,4109,Yes,Completed
Credit Card,STU145788,5264,No,Completed
Debit Card,STU145789,5229,No,Not Completed
Scholarship,STU145790,2292,No,Completed
Free,STU145791,0,No,Not Completed
UPI,STU145792,3805,No,Completed
UPI,STU145793,3836,No,Not Completed
Free,STU145794,0,No,Completed
NetBanking,STU145795,5223,No,Completed
UPI,STU145796,3176,No,Not Completed
UPI,STU145797,5816,No,Completed
Debit Card,STU145798,3879,No,Not Completed
UPI,STU145799,3388,No,Not Completed
Free,STU145800,0,No,Not Completed
NetBanking,STU145801,6494,No,Not Completed
UPI,STU145802,4468,No,Not Completed
NetBanking,STU145803,5209,No,Completed
UPI,STU145804,4853,No,Not Completed
Debit Card,STU145805,3466,No,Completed
Scholarship,STU145806,487,Yes,Not Completed
Debit Card,STU145807,3894,Yes,Not Completed
Credit Card,STU145808,4819,Yes,Not Completed
UPI,STU145809,3476,No,Completed
Free,STU145810,0,No,Completed
UPI,STU145811,6747,No,Not Completed
Debit Card,STU145812,4143,Yes,Completed
Free,STU145813,0,No,Not Completed
UPI,STU145814,3429,No,Not Completed
Debit Card,STU145815,5532,Yes,Completed
NetBanking,STU145816,3366,No,Not Completed
UPI,STU145817,6045,No,Completed
Debit Card,STU145818,3701,No,Not Completed
Credit Card,STU145819,4478,No,Not Completed
Free,STU145820,0,Yes,Not Completed
Debit Card,STU145821,4907,Yes,Completed
UPI,STU145822,3863,Yes,Not Completed
NetBanking,STU145823,3161,No,Completed
NetBanking,STU145824,3373,Yes,Completed
UPI,STU145825,4103,No,Not Completed
Credit Card,STU145826,4290,No,Completed
UPI,STU145827,4380,No,Not Completed
UPI,STU145828,3885,No,Completed
Credit Card,STU145829,4517,No,Not Completed
NetBanking,STU145830,3242,No,Completed
UPI,STU145831,4115,No,Not Completed
Free,STU145832,0,Yes,Completed
Credit Card,STU145833,6924,No,Completed
NetBanking,STU145834,3449,Yes,Completed
UPI,STU145835,4069,No,Completed
Scholarship,STU145836,645,No,Completed
Credit Card,STU145837,4184,No,Not Completed
Debit Card,STU145838,5664,No,Completed
Scholarship,STU145839,417,Yes,Not Completed
UPI,STU145840,3563,Yes,Not Completed
UPI,STU145841,4624,No,Not Completed
Free,STU145842,0,No,Completed
Scholarship,STU145843,1661,No,Not Completed
Debit Card,STU145844,3171,No,Not Completed
Scholarship,STU145845,956,No,Not Completed
UPI,STU145846,6054,No,Completed
UPI,STU145847,3691,No,Not Completed
UPI,STU145848,4402,No,Not Completed
UPI,STU145849,3220,No,Not Completed
UPI,STU145850,6840,No,Not Completed
UPI,STU145851,3070,No,Not Completed
Free,STU145852,0,No,Not Completed
UPI,STU145853,5689,No,Completed
Scholarship,STU145854,1654,No,Completed
Free,STU145855,0,Yes,Completed
Credit Card,STU145856,3748,No,Not Completed
Free,STU145857,0,No,Not Completed
Scholarship,STU145858,1164,Yes,Not Completed
Free,STU145859,0,Yes,Not Completed
UPI,STU145860,6966,No,Completed
UPI,STU145861,4711,No,Not Completed
Free,STU145862,0,No,Not Completed
Debit Card,STU145863,4424,No,Completed
Debit Card,STU145864,4470,No,Completed
UPI,STU145865,5647,No,Completed
UPI,STU145866,4454,No,Not Completed
Credit Card,STU145867,3478,Yes,Not Completed
NetBanking,STU145868,6877,No,Completed
Scholarship,STU145869,1222,No,Completed
UPI,STU145870,4195,No,Completed
UPI,STU145871,4463,No,Not Completed
Free,STU145872,0,No,Completed
Scholarship,STU145873,2583,No,Not Completed
Scholarship,STU145874,590,Yes,Completed
UPI,STU145875,3360,No,Not Completed
Debit Card,STU145876,4174,No,Completed
Debit Card,STU145877,2792,Yes,Not Completed
Scholarship,STU145878,1081,No,Not Completed
Credit Card,STU145879,7081,No,Not Completed
